Title,Address,District,PostingDate,PostType,Price,Area,Direction,Bedrooms,Bathrooms,Floors,Width_meters,Legal,Interior,Entrancewidth,Area_m2,Entrance_width,Width,PostingYear,PostingMonth,PostingQuarter,Month_sin,Month_cos,Days_Since_Posted,Half_Year
Cần bán nhà Thạch Bàn Cổ Linh Long Biên Hà Nội,"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",Long Biên,21/10/2024,Nhà riêng tại đường Cổ Linh,9.1,70 m²,Tây - Bắc,4.0,4.0,5.0,"3,6 m",Sổ đỏ/ Sổ hồng,Cơ bản,"3,5 m",70.0,3.5,3.6,2024,10,4,-0.8660254037844386,0.5000000000000001,436,1
Bán nhanh căn hộ 2PN 101m2 chung cư starlake tây hồ giá 10 tỷ full đồ view đẹp liên hệ trực tiếp,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",Tây Hồ,02/09/2025,Căn hộ chung cư tại KĐT Tây Hồ Tây - Starlake Hà Nội,12.1,101 m²,Đông,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,101.0,7.0,6.0,2025,9,3,-1.0,-1.8369701987210297e-16,120,1
"Cần Bán Gấp Đất Ninh Sở, Thường Tín, Ngõ Rộng, Ô Tô Gần, 45m2, MT4m, Giá 1 Tỷ 6","Đường ĐT 427B, Xã Ninh Sở, Thường Tín, Hà Nội",Thường Tín,08/05/2023,Bán đất tại đường ĐT 427B,1.6,45 m²,0,,,,4 m,Sổ đỏ/ Sổ hồng,0,3 m,45.0,3.0,4.0,2023,5,2,0.49999999999999994,-0.8660254037844387,968,0
"BÁN PHÂN LÔ TRUNG KÍNH TO, 3 ÔTÔ TRÁNH THÔNG TỨ TUNG 72M 4Tầng 5.2m mt 33 Tỉ (CTL)","Housing, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,22/12/2024,Nhà riêng tại Tòa nhà Housing,39.7,72 m²,0,,,4.0,52 m,Sổ đỏ/ Sổ hồng,0,0,72.0,6.0,52.0,2024,12,4,-2.4492935982947064e-16,1.0,374,1
"Bán nhà rẻ nhất phố Bồ Đề, nhà đẹp, thoáng. DT: 59m2 x 4.5 tầng. Liên hệ Anh Quyền: 0948 863 ***","Ngõ 219, Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",Long Biên,02/11/2025,Nhà riêng tại đường Bồ Đề,11.7,59 m²,0,3.0,,5.0,0,0,Full nội thất.,0,59.0,6.0,5.0,2025,11,4,-0.5000000000000004,0.8660254037844384,59,1
"Nhà mới 5 tầng - Mặt ngõ rộng, kinh doanh đỉnh - Full nội thất - Giá hấp dẫn","Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",Thanh Xuân,13/07/2025,Nhà riêng tại đường Bùi Xương Trạch,9.1,34 m²,0,5.0,4.0,5.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,34.0,6.0,4.7,2025,7,3,-0.4999999999999997,-0.8660254037844388,171,1
"Bán nhà rẻ nhất phố Bồ Đề, nhà đẹp, thoáng. DT: 59m2 x 4.5 tầng. Liên hệ Anh Quyền: 0948 863 ***","Ngõ 219, Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",Long Biên,15/03/2023,Nhà riêng tại đường Bồ Đề,9.0,59 m²,0,3.0,,5.0,0,0,Full nội thất.,0,59.0,6.0,5.0,2023,3,1,1.0,6.123233995736766e-17,1022,0
"Nhà mới 5 tầng - Mặt ngõ rộng, kinh doanh đỉnh - Full nội thất - Giá hấp dẫn","Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",Thanh Xuân,01/07/2024,Nhà riêng tại đường Bùi Xương Trạch,8.3,34 m²,0,5.0,4.0,5.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,34.0,6.0,4.7,2024,7,3,-0.4999999999999997,-0.8660254037844388,548,1
"Ô tô đỗ cửa, 54m x 6T nhà Tây Sơn, sát phố, nội thất sang trọng đẹp như tranh. Giá 11.9 tỷ","Đường Tây Sơn, Phường Ngã Tư Sở, Đống Đa, Hà Nội",Đống Đa,05/04/2024,Nhà riêng tại đường Tây Sơn,13.0,54 m²,0,4.0,,6.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,54.0,5.0,5.0,2024,4,2,0.8660254037844387,-0.4999999999999998,635,0
"Giảm 2 Tỷ! Bán nhà mặt phố Lụa Vạn Phúc Hà Đông, 110m, 8 tầng thang máy, mặt tiền 5.2m, giá 28 tỷ","Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",Hà Đông,09/12/2023,Nhà mặt phố tại đường Phố Lụa,31.0,110 m²,0,8.0,8.0,8.0,"5,2 m",Sổ đỏ/ Sổ hồng,0,12 m,110.0,12.0,5.2,2023,12,4,-2.4492935982947064e-16,1.0,753,1
"Bán nhà tập thể Láng Hạ, Đống Đa, T1, 70m2 (43m2 sổ), 2 ngủ, 2wc, 0868 911 ***","Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",Đống Đa,08/06/2024,Căn hộ chung cư tại phố Láng Hạ,4.4,70 m²,0,2.0,2.0,,0,0,Đầy đủ,0,70.0,5.0,5.0,2024,6,2,1.2246467991473532e-16,-1.0,571,0
Kim Đồng - phố vip - ô tô - thang máy - 2 thoáng - đa dạng mô hình - 10 phòng ngủ,"Đường Kim Đồng, Phường Trương Định, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,17/05/2024,Nhà riêng tại đường Kim Đồng,13.9,60 m²,0,,,5.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,60.0,4.0,5.0,2024,5,2,0.49999999999999994,-0.8660254037844387,593,0
Bán nhà Miếu Đầm - ô tô đỗ cửa - sổ đỏ nở hậu,"Đường Miếu Đầm, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,30/11/2025,Nhà riêng tại đường Miếu Đầm,20.0,74 m²,0,4.0,4.0,4.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,74.0,5.0,5.0,2025,11,4,-0.5000000000000004,0.8660254037844384,31,1
"Bán nhà riêng phố Hồng Tiến, 83m2 x 8 tầng, thang máy, gara ô tô. Nhà hiện đại, full nội thất","Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",Long Biên,14/05/2023,Nhà riêng tại phố Hồng Tiến,22.2,80 m²,0,3.0,,8.0,0,Sổ đỏ/ Sổ hồng,Full nội thất.,0,80.0,6.0,5.0,2023,5,2,0.49999999999999994,-0.8660254037844387,962,0
"Chính chủ cần bán căn 3 ngủ, 100m2, Park Hill, Times City, full nội thất, chỉ có 9tỷ","Dự án Park Hill Premium - Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,16/10/2025,Căn hộ chung cư tại Park Hill Premium - Times City,10.9,100 m²,Tây - Bắc,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,100.0,4.0,5.0,2025,10,4,-0.8660254037844386,0.5000000000000001,76,1
"Bán nhà tập thể Giảng Võ, Đống Đa, T2, m2 (35m2 sổ), 55m2, 2 ngủ, 2 thoáng, 3.3 tỷ","Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",Ba Đình,10/07/2024,Căn hộ chung cư tại phố Giảng Võ,3.6,55 m²,0,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,55.0,4.0,5.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,539,1
Bán nhà Nguyễn Đức Cảnh 42m2 giá 3tỷ96,"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",Hoàng Mai,20/07/2025,Nhà riêng tại đường Nguyễn Đức Cảnh,4.7,42 m²,0,,,5.0,4 m,Mua bán vi bằng.,0,0,42.0,5.0,4.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,164,1
"Bán nhà Cầu Diễn, căn nhà đầy cảm hứng, 6,9 tỷ","Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,04/02/2024,Nhà riêng tại đường Cầu Diễn,7.4,56 m²,0,,,,0,0,0,0,56.0,4.5,5.0,2024,2,1,0.8660254037844386,0.5000000000000001,696,0
Tôi chính chủ cần bán căn hộ Penthouse 300m2 đã hoàn thiện cơ bản dự án Bonanza 23 Duy Tân,"Dự án Dreamland Bonanza, Đường Duy Tân, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,15/05/2024,Căn hộ chung cư tại Dreamland Bonanza,16.5,300 m²,0,4.0,5.0,,0,Hợp đồng mua bán,0,0,300.0,5.0,5.0,2024,5,2,0.49999999999999994,-0.8660254037844387,595,0
"Bán nhanh căn góc 61m2, căn góc C 69,8m2 - 2pn 1 phòng đn chung cư 789 Xuân Đỉnh, Ngoại Giao Đoàn.","Dự án Chung cư 789 Xuân Đỉnh, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,19/07/2025,Căn hộ chung cư tại Chung cư 789 Xuân Đỉnh,6.0,"70,7 m²",0,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,"Từ không đồ, đồ cơ bản đến full đồ",0,70.7,4.5,5.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,165,1
Anh trai em cần bán căn 2PN view sông hoa hậu tòa B chung cư Hòa Bình Green City,"Dự án Hòa Bình Green City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,06/06/2023,Căn hộ chung cư tại Hòa Bình Green City,4.0,70 m²,Đông - Bắc,2.0,2.0,,0,Hợp đồng mua bán,Đầy đủ,0,70.0,4.0,5.0,2023,6,2,1.2246467991473532e-16,-1.0,939,0
"Bán nhanh căn góc 61m2, căn góc C 69,8m2 - 2pn 1 phòng đn chung cư 789 Xuân Đỉnh, Ngoại Giao Đoàn.","Dự án Chung cư 789 Xuân Đỉnh, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,12/05/2024,Căn hộ chung cư tại Chung cư 789 Xuân Đỉnh,5.6,"70,7 m²",0,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,"Từ không đồ, đồ cơ bản đến full đồ",0,70.7,4.5,5.0,2024,5,2,0.49999999999999994,-0.8660254037844387,598,0
Anh trai em cần bán căn 2PN view sông hoa hậu tòa B chung cư Hòa Bình Green City,"Dự án Hòa Bình Green City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,25/05/2023,Căn hộ chung cư tại Hòa Bình Green City,4.0,70 m²,Đông - Bắc,2.0,2.0,,0,Hợp đồng mua bán,Đầy đủ,0,70.0,4.0,5.0,2023,5,2,0.49999999999999994,-0.8660254037844387,951,0
"Chỉ 4.6 - 5 tỷ sở hữu căn 2 phòng ngủ, 2vs chung cư 789 Xuân Đỉnh, Ngoại Giao Đoàn. LH: 0966 539 ***","Dự án Chung cư 789 Xuân Đỉnh, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,15/11/2024,Căn hộ chung cư tại Chung cư 789 Xuân Đỉnh,5.4,61 m²,0,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,61.0,4.5,5.0,2024,11,4,-0.5000000000000004,0.8660254037844384,411,1
Bán biệt thự đơn lập 180m2 - Sunny Garden City - nhà hoàn thiện full nội thất cực kỳ đẹp,"Dự án Sunny Garden City, Xã Sài Sơn, Quốc Oai, Hà Nội",Quốc Oai,15/07/2023,"Nhà biệt thự, liền kề tại Sunny Garden City",24.9,180 m²,0,4.0,4.0,4.0,10 m,Sổ đỏ/ Sổ hồng.,0,0,180.0,8.0,10.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,900,1
"Chính chủ bán căn hộ Xa La, Hà Đông 84 m2, 2 ngủ 2 wc, full nội thất sang trọng, sổ chuẩn, 3.9 tỷ","Dự án KĐT Xa La, Đường Cầu Bươu, Phường Kiến Hưng, Hà Đông, Hà Nội",Hà Đông,13/01/2023,Căn hộ chung cư tại Khu đô thị mới Xa La,3.9,84 m²,0,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,84.0,8.0,5.0,2023,1,1,0.49999999999999994,0.8660254037844387,1083,0
"Giảm 1 tỷ bán liền kề La Casta Văn Phú, 73m2, 4 tầng 2 thoáng, mặt tiền 5,4m, giá 17,5 tỷ","Dự án La Casta Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",Hà Đông,14/12/2023,"Nhà biệt thự, liền kề tại La Casta Văn Phú",18.9,73 m²,0,4.0,4.0,4.0,"5,4 m",Sổ đỏ/ Sổ hồng,0,12 m,73.0,12.0,5.4,2023,12,4,-2.4492935982947064e-16,1.0,748,1
"Chỉ 2.25 tỷ có nhà 2 ngủ 1 wc, ô tô đỗ chân tòa, full nội thất, trung tâm quận Cầu Giấy, sổ riêng","Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",Cầu Giấy,28/12/2024,Căn hộ chung cư tại phố Doãn Kế Thiện,2.7,55 m²,0,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,55.0,6.0,5.0,2024,12,4,-2.4492935982947064e-16,1.0,368,1
"Bán tập thể Cát Linh, Đống Đa, 55 m2 (sổ 27m2), 2 thoáng, 2 phòng ngủ, 2.45 tỷ","Đường Cát Linh, Phường Cát Linh, Đống Đa, Hà Nội",Đống Đa,14/07/2024,Căn hộ chung cư tại đường Cát Linh,2.6,55 m²,0,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,55.0,5.0,5.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,535,1
"Trịnh Công Sơn DT 80m2 7 tầng, thang máy, MT 5m giá 22 tỷ, ô tô đỗ cửa, view trọn Hồ Tây","Đường Trịnh Công Sơn, Phường Nhật Tân, Tây Hồ, Hà Nội",Tây Hồ,30/11/2025,Nhà riêng tại đường Trịnh Công Sơn,26.9,80 m²,0,,,7.0,5 m,0,0,0,80.0,7.0,5.0,2025,11,4,-0.5000000000000004,0.8660254037844384,31,1
Nhà Phố Trần Hòa - Định công gần ô tô chỉ 5.6 tỷ,"Đường Định Công Hạ, Phường Định Công, Hoàng Mai, Hà Nội",Hoàng Mai,02/09/2025,Nhà riêng tại đường Định Công Hạ,6.8,35 m²,0,4.0,3.0,4.0,0,Sổ đỏ/ Sổ hồng,0,2 m,35.0,2.0,4.5,2025,9,3,-1.0,-1.8369701987210297e-16,120,1
"Tầng 1 vừa ở vừa kinh doanh, 75 m2, 3 ngủ 2 WC, đủ nội thất + đồ điện tử, sổ đỏ chuẩn, chỉ 3.1 tỷ","Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,01/02/2024,Căn hộ chung cư tại đường Ngọc Hồi,3.3,75 m²,0,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,75.0,5.0,4.5,2024,2,1,0.8660254037844386,0.5000000000000001,699,0
"Bán nhà tập thể Chùa Láng, 80m2, 3 thoáng, 3 ngủ, 2.75 tỷ","Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",Đống Đa,20/03/2023,Căn hộ chung cư tại phố Chùa Láng,2.7,80 m²,0,3.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,80.0,5.0,5.0,2023,3,1,1.0,6.123233995736766e-17,1017,0
"Mặt phố Lạc Long Quân vị trí đẹp, vỉa hè rộng, không lỗi lầm gì. DT 55m2, 7 tầng, MT 4m, thang máy","Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",Tây Hồ,05/08/2025,Nhà mặt phố tại đường Lạc Long Quân,27.9,55 m²,0,,,7.0,4 m,0,0,0,55.0,7.0,4.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,148,1
"Siêu đẹp, phố Lụa, Vạn Phúc, Hà Đông, ngõ thông, dân xây, 5m ra ô tô tránh, dt 35m2","Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",Hà Đông,06/10/2025,Nhà riêng tại đường Phố Lụa,9.3,35 m²,0,,,4.0,0,0,0,0,35.0,8.0,5.0,2025,10,4,-0.8660254037844386,0.5000000000000001,86,1
(Giá thật) bán nhanh căn góc nhà mới chưa ở 145m2 sổ cất két full nội thất đẹp ban công ĐN,"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",Cầu Giấy,10/07/2025,Căn hộ chung cư tại Chung cư The Nine,14.4,145 m²,Nam,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,145.0,6.0,5.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,174,1
"Chính chủ cần bán nhà Đê Trần Khát Chân 32m2 4 tầng 3 mặt thoáng. Nhà sổ đỏ chính chủ, 4 phòng ngủ","Đường Đê Trần Khát Chân, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,29/06/2023,Nhà riêng tại đường Đê Trần Khát Chân,4.9,32 m²,0,4.0,,4.0,0,0,0,0,32.0,4.0,5.0,2023,6,2,1.2246467991473532e-16,-1.0,916,0
"Giảm 500 triệu bán nhà mặt phố Nguyễn Văn Trỗi, view Mỗ Lao 71m2, vị trí vàng, giá 17,5 tỷ","Đường Nguyễn Văn Trỗi, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Đông,14/12/2025,Nhà mặt phố tại đường Nguyễn Văn Trỗi,21.0,71 m²,0,2.0,2.0,3.0,0,Sổ đỏ/ Sổ hồng,0,12 m,71.0,12.0,5.0,2025,12,4,-2.4492935982947064e-16,1.0,17,1
"Bán nhà tập thể Thái Thịnh, Thái Hà, Đống Đa, 85m2 (sổ 39m2), 3 ngủ, 3.68 tỷ","Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",Đống Đa,31/10/2023,Căn hộ chung cư tại phố Thái Thịnh,3.7,85 m²,0,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,85.0,5.0,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,792,1
"Giảm 500 triệu bán nhà mặt phố Nguyễn Văn Trỗi, view Mỗ Lao 71m2, vị trí vàng, giá 17,5 tỷ","Đường Nguyễn Văn Trỗi, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Đông,16/03/2025,Nhà mặt phố tại đường Nguyễn Văn Trỗi,21.3,71 m²,0,2.0,2.0,3.0,0,Sổ đỏ/ Sổ hồng,0,12 m,71.0,12.0,5.0,2025,3,1,1.0,6.123233995736766e-17,290,0
"Bán nhà tập thể Thái Thịnh, Thái Hà, Đống Đa, 85m2 (sổ 39m2), 3 ngủ, 3.68 tỷ","Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",Đống Đa,04/10/2025,Căn hộ chung cư tại phố Thái Thịnh,4.6,85 m²,0,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,85.0,5.0,5.0,2025,10,4,-0.8660254037844386,0.5000000000000001,88,1
"Quỹ căn hộ bán lại The Matrix One. 2PN, 3PN, đập thông, giá cực tốt đã có sổ LH: 0924 952 ***","Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,11/10/2023,Căn hộ chung cư tại The Matrix One,8.7,"114,33 m²",Tây - Bắc,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,114.33,5.0,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,812,1
CỰC HIẾM! 45 tỷ sở hữu ngay nhà 90m2 7 tầng mặt phố lớn quận Đống Đa đủ nội thất thang máy kd ngay,"Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Đống Đa,04/10/2025,Nhà mặt phố tại phường Ô Chợ Dừa,54.6,90 m²,0,4.0,6.0,7.0,"5,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,20 m,90.0,20.0,5.5,2025,10,4,-0.8660254037844386,0.5000000000000001,88,1
"Xuân La 48m2, 5 tầng ngõ thông, xe máy tránh. Nhà đẹp về đón tết","Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",Tây Hồ,09/12/2023,Nhà riêng tại đường Xuân La,9.0,48 m²,0,,,5.0,0,0,Nội thất cao cấp.,0,48.0,7.0,6.0,2023,12,4,-2.4492935982947064e-16,1.0,753,1
"Bán nhà tập thể Kim Liên, Phương Mai Đống Đa, T3, 70 m2, 4 ngủ, 2 wc, 2 thoáng, giá 3.3 tỷ","Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội",Đống Đa,28/11/2025,Căn hộ chung cư tại phố Phương Mai,4.1,70 m²,0,4.0,,,0,0,Đầy đủ,0,70.0,5.0,5.0,2025,11,4,-0.5000000000000004,0.8660254037844384,33,1
"Lạc Long Quân 40m2 6 tầng MT 3.7m thang máy. Gần hồ, gần phố, ngõ thông, thang máy","Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội",Tây Hồ,18/11/2023,Nhà riêng tại đường Lạc Long Quân,8.5,40 m²,0,,,6.0,"3,7 m",0,0,0,40.0,7.0,3.7,2023,11,4,-0.5000000000000004,0.8660254037844384,774,1
"Bán nhà tập thể Trung Tự, Nam Đồng, T3, Đống Đa, 65m2, 3 ngủ, 2 thoáng, 3.55 tỷ","Đường Nam Đồng, Phường Trung Tự, Đống Đa, Hà Nội",Đống Đa,01/04/2023,Căn hộ chung cư tại đường Nam Đồng,3.5,65 m²,0,3.0,,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,65.0,5.0,5.0,2023,4,2,0.8660254037844387,-0.4999999999999998,1005,0
"Bán nhà tập thể Giảng Võ, Ba Đình, T2, 50 m2 (22m2 sổ), 2 ngủ, 2 thoáng, 2.55tỷ","Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",Ba Đình,20/02/2025,Căn hộ chung cư tại phố Giảng Võ,2.7,50 m²,0,2.0,,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,50.0,4.0,5.0,2025,2,1,0.8660254037844386,0.5000000000000001,314,0
Duy nhất căn penthouse 475m2 3 mặt thoáng thiết kế 5PN phòng master rộng gần 100m2 LH: 0924 952 ***,"Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Đông,01/09/2024,Căn hộ chung cư tại Mulberry Lane,19.4,475 m²,Tây - Nam,5.0,5.0,,0,Sổ đỏ/ Sổ hồng,0,0,475.0,8.0,5.0,2024,9,3,-1.0,-1.8369701987210297e-16,486,1
"Bán nhà tập thể Chùa Láng, T3, 40m2, 2 thoáng, 1.85 tỷ","Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",Đống Đa,08/07/2024,Căn hộ chung cư tại phố Chùa Láng,2.1,40 m²,0,2.0,1.0,,0,Sổ đỏ,0,0,40.0,5.0,5.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,541,1
"Siêu đẹp, phố Lụa, Vạn Phúc, Hà Đông, ngõ thông, lô góc, dân xây, 50m ra ô tô tránh, dt 38m2","Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",Hà Đông,01/10/2023,Nhà riêng tại đường Phố Lụa,7.5,38 m²,0,4.0,4.0,4.0,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,3 m,38.0,3.0,6.0,2023,10,4,-0.8660254037844386,0.5000000000000001,822,1
"(Vip) Bán biệt thự kinh doanh vị trí trung tâm, giá từ 3X tỷ, công viên, cạnh Aeon Mall, sổ đỏ","Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,12/02/2025,"Nhà biệt thự, liền kề tại An Vượng Villa",31.0,180 m²,Tây - Bắc,6.0,5.0,4.0,9 m,Sổ đỏ/ Sổ hồng,Đầy đủ,28 m,180.0,28.0,9.0,2025,2,1,0.8660254037844386,0.5000000000000001,322,0
"Bán nhà ngõ 172 Âu Cơ 40m 5 tầng ngõ rộng 2m cách mặt đường ô tô dừng đỗ 15m, nhà đẹp còn rất mới.","Đường Âu Cơ, Phường Tứ Liên, Tây Hồ, Hà Nội",Tây Hồ,01/09/2023,Nhà riêng tại đường Âu Cơ,6.5,40 m²,0,3.0,4.0,5.0,"3,4 m",Sổ đỏ/ Sổ hồng,Cơ bản,2 m,40.0,2.0,3.4,2023,9,3,-1.0,-1.8369701987210297e-16,852,1
"Bán nhà tập thể Giảng Võ, T1, 55 m2 2 ngủ, 2 mặt, ô tô, kd, 4 tỷ","Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",Ba Đình,20/09/2024,Căn hộ chung cư tại phố Giảng Võ,4.5,55 m²,0,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,0,0,55.0,4.0,5.0,2024,9,3,-1.0,-1.8369701987210297e-16,467,1
"Bán nhà tập thể Thái Thịnh, Vĩnh Hồ Đống Đa, 50 m2 (sổ 37m2), 2 ngủ, 3 tỷ","Phố Thái Thịnh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",Đống Đa,26/10/2023,Căn hộ chung cư tại phố Thái Thịnh,3.2,50 m²,0,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,50.0,5.0,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,797,1
"Bán nhà tập thể Trung Tự, Nam Đồng, Đống Đa, 60 m2, 2 ngủ, 2 thoáng, 2.55 tỷ","Đường Nam Đồng, Phường Nam Đồng, Đống Đa, Hà Nội",Đống Đa,12/11/2025,Căn hộ chung cư tại đường Nam Đồng,3.0,60 m²,0,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,60.0,5.0,5.0,2025,11,4,-0.5000000000000004,0.8660254037844384,49,1
"Minh Khai, 65m2, mặt tiền 4m, ô tô tránh, vào nhà - Kinh doanh đỉnh - 14.8 tỷ","Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,22/02/2023,Nhà riêng tại đường Minh Khai,14.0,65 m²,0,,,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,65.0,4.0,5.0,2023,2,1,0.8660254037844386,0.5000000000000001,1043,0
NHÀ HIẾM CÓ KHÓ TÌM - MẶT NGÕ VŨ TÔNG PHAN - CÁCH VÀI NHÀ RA PHỐ,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",Thanh Xuân,17/10/2023,Nhà riêng tại phố Vũ Tông Phan,12.0,50 m²,0,4.0,3.0,4.0,36 m,Sổ đỏ/ Sổ hồng,Đầy đủ,0,50.0,6.0,36.0,2023,10,4,-0.8660254037844386,0.5000000000000001,806,1
"SIÊU PHẨM MỸ ĐÌNH NHÀ ĐẸP ĐÓN TẾT DÂN XÂY - 2 MẶT THOÁNG. DIỆN TÍCH 40/46M x 6T. GIÁ 8,5 TỶ (CTL)","Phú Mỹ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,26/04/2024,Nhà riêng tại đường Phú Mỹ,8.8,40 m²,0,5.0,5.0,6.0,"3,6 m",Sổ đỏ/ Sổ hồng,Đầy đủ,3 m,40.0,3.0,3.6,2024,4,2,0.8660254037844387,-0.4999999999999998,614,0
